dutch,english,cefr_level,word_type,topic,example_dutch,example_english,notes,tags,article,plural,diminutive,regularity,separable,auxiliary,past_participle,inflected,comparative,superlative,is_sample
officieel,official,B1,adjective,"Describing people, situations and ideas",We wachten op een officiële bevestiging.,We are waiting for official confirmation.,,B1;production,,,,,,,,officiële,officiëler,officieelst,false
onbereikbaar,unreachable,B1,adjective,"Describing people, situations and ideas",De klantenservice was de hele ochtend onbereikbaar.,Customer service was unreachable all morning.,,B1;production,,,,,,,,onbereikbare,onbereikbaarder,onbereikbaarst,false
ongelooflijk,incredible,B1,adjective,"Describing people, situations and ideas",Het uitzicht is ongelooflijk mooi.,The view is incredibly beautiful.,,B1;production,,,,,,,,ongelooflijke,ongelooflijker,ongelooflijkst,false
ongeschikt,unsuitable,B1,adjective,"Describing people, situations and ideas",Deze schoenen zijn ongeschikt voor lange wandelingen.,These shoes are unsuitable for long walks.,,B1;production,,,,,,,,ongeschikte,ongeschikter,ongeschiktst,false
ongunstig,unfavourable,B1,adjective,"Describing people, situations and ideas",De weersverwachting is ongunstig.,The weather forecast is unfavourable.,,B1;production,,,,,,,,ongunstige,ongunstiger,ongunstigst,false
onnodig,unnecessary,B1,adjective,"Describing people, situations and ideas",We willen onnodige kosten voorkomen.,We want to avoid unnecessary costs.,,B1;production,,,,,,,,onnodige,onnodiger,onnodigst,false
onrustig,restless; unsettled,B1,adjective,"Describing people, situations and ideas",Door het lawaai sliep ik onrustig.,The noise made me sleep restlessly.,,B1;production,,,,,,,,onrustige,onrustiger,onrustigst,false
onschuldig,innocent; harmless,B1,adjective,"Describing people, situations and ideas",Het bleek een onschuldig misverstand.,It turned out to be a harmless misunderstanding.,,B1;production,,,,,,,,onschuldige,onschuldiger,onschuldigst,false
onveilig,unsafe,B1,adjective,"Describing people, situations and ideas",De kruising voelt onveilig voor fietsers.,The junction feels unsafe for cyclists.,,B1;production,,,,,,,,onveilige,onveiliger,onveiligst,false
onverwacht,unexpected,B1,adjective,"Describing people, situations and ideas",We kregen onverwacht bezoek.,We had unexpected visitors.,,B1;production,,,,,,,,onverwachte,onverwachter,onverwachtst,false
onvoldoende,insufficient,B1,adjective,"Describing people, situations and ideas",Er is onvoldoende ruimte voor alle fietsen.,There is insufficient space for all the bicycles.,,B1;production,,,,,,,,onvoldoende,,,false
onzichtbaar,invisible,B1,adjective,"Describing people, situations and ideas",De vlek is nu bijna onzichtbaar.,The stain is now almost invisible.,,B1;production,,,,,,,,onzichtbare,onzichtbaarder,onzichtbaarst,false
oorspronkelijk,original,B1,adjective,"Describing people, situations and ideas",Het oorspronkelijke plan was goedkoper.,The original plan was cheaper.,,B1;production,,,,,,,,oorspronkelijke,oorspronkelijker,oorspronkelijkst,false
opmerkelijk,remarkable,B1,adjective,"Describing people, situations and ideas",Dat is een opmerkelijk verschil.,That is a remarkable difference.,,B1;production,,,,,,,,opmerkelijke,opmerkelijker,opmerkelijkst,false
oprecht,sincere,B1,adjective,"Describing people, situations and ideas",Mijn excuses zijn oprecht.,My apologies are sincere.,,B1;production,,,,,,,,oprechte,oprechter,oprechtst,false
opvallend,striking; noticeable,B1,adjective,"Describing people, situations and ideas",Ze draagt een opvallende rode jas.,She is wearing a striking red coat.,,B1;production,,,,,,,,opvallende,opvallender,opvallendst,false
origineel,original,B1,adjective,"Describing people, situations and ideas",Dat is een origineel cadeau.,That is an original gift.,,B1;production,,,,,,,,originele,origineler,origineelst,false
passief,passive,B1,adjective,"Describing people, situations and ideas",Een passieve houding helpt hier niet.,A passive attitude does not help here.,,B1;production,,,,,,,,passieve,passiever,passiefst,false
positief,positive,B1,adjective,"Describing people, situations and ideas",We kregen een positieve reactie.,We received a positive response.,,B1;production,,,,,,,,positieve,positiever,positiefst,false
praktisch,practical,B1,adjective,"Describing people, situations and ideas",De cursus geeft praktische tips.,The course gives practical tips.,,B1;production,,,,,,,,praktische,praktischer,meest praktisch,false
puur,pure,B1,adjective,"Describing people, situations and ideas",Het was puur geluk dat we nog kaartjes kregen.,It was pure luck that we still got tickets.,,B1;production,,,,,,,,pure,puurder,puurst,false
recent,recent,B1,adjective,"Describing people, situations and ideas",Heb je een recente foto bij je?,Do you have a recent photograph with you?,,B1;production,,,,,,,,recente,recenter,recentst,false
redelijk,reasonable,B1,adjective,"Describing people, situations and ideas",Dat vind ik een redelijke prijs.,I think that is a reasonable price.,,B1;production,,,,,,,,redelijke,redelijker,redelijkst,false
regionaal,regional,B1,adjective,"Describing people, situations and ideas",De regionale krant schrijft over het project.,The regional newspaper is reporting on the project.,,B1;production,,,,,,,,regionale,,,false
relatief,relative; relatively,B1,adjective,"Describing people, situations and ideas",We wonen op relatief korte afstand.,We live relatively close by.,,B1;production,,,,,,,,relatieve,relatiever,relatiefst,false
rommelig,messy; disorganised,B1,adjective,"Describing people, situations and ideas",Mijn bureau is nogal rommelig.,My desk is rather messy.,,B1;production,,,,,,,,rommelige,rommeliger,rommeligst,false
scherp,sharp,B1,adjective,"Describing people, situations and ideas","Pas op, dit mes is scherp.","Be careful, this knife is sharp.",,B1;production,,,,,,,,scherpe,scherper,scherpst,false
schriftelijk,written,B1,adjective,"Describing people, situations and ideas",We hebben een schriftelijke bevestiging nodig.,We need written confirmation.,,B1;production,,,,,,,,schriftelijke,,,false
schuldig,guilty,B1,adjective,"Describing people, situations and ideas",Ik voel me schuldig over mijn reactie.,I feel guilty about my reaction.,,B1;production,,,,,,,,schuldige,schuldiger,schuldigst,false
speciaal,special,B1,adjective,"Describing people, situations and ideas",Voor deze taak heb je speciaal gereedschap nodig.,You need special tools for this task.,,B1;production,,,,,,,,speciale,specialer,speciaalst,false
specifiek,specific,B1,adjective,"Describing people, situations and ideas",Heb je een specifieke vraag?,Do you have a specific question?,,B1;production,,,,,,,,specifieke,specifieker,specifiekst,false
spontaan,spontaneous,B1,adjective,"Describing people, situations and ideas",Het was een spontaan besluit.,It was a spontaneous decision.,,B1;production,,,,,,,,spontane,spontaner,spontaanst,false
stabiel,stable,B1,adjective,"Describing people, situations and ideas",De prijzen zijn voorlopig stabiel.,Prices are stable for now.,,B1;production,,,,,,,,stabiele,stabieler,stabielst,false
stoer,tough; cool,B1,adjective,"Describing people, situations and ideas",Hij heeft een stoere leren jas.,He has a cool leather jacket.,,B1;production,,,,,,,,stoere,stoerder,stoerst,false
strafbaar,punishable by law,B1,adjective,"Describing people, situations and ideas",Diefstal is strafbaar.,Theft is punishable by law.,,B1;production,,,,,,,,strafbare,strafbaarder,strafbaarst,false
streng,strict,B1,adjective,"Describing people, situations and ideas",De school heeft strenge regels.,The school has strict rules.,,B1;production,,,,,,,,strenge,strenger,strengst,false
succesvol,successful,B1,adjective,"Describing people, situations and ideas",Het was een succesvolle samenwerking.,It was a successful collaboration.,,B1;production,,,,,,,,succesvolle,succesvoller,succesvolst,false
technisch,technical,B1,adjective,"Describing people, situations and ideas",Door een technisch probleem is de lift buiten gebruik.,The lift is out of service because of a technical problem.,,B1;production,,,,,,,,technische,technischer,meest technisch,false
toegankelijk,accessible,B1,adjective,"Describing people, situations and ideas",Het gebouw is toegankelijk voor rolstoelgebruikers.,The building is accessible to wheelchair users.,,B1;production,,,,,,,,toegankelijke,toegankelijker,toegankelijkst,false
traag,slow; sluggish,B1,adjective,"Describing people, situations and ideas",De computer is vandaag erg traag.,The computer is very slow today.,,B1;production,,,,,,,,trage,trager,traagst,false
traditioneel,traditional,B1,adjective,"Describing people, situations and ideas",We eten een traditioneel gerecht.,We are eating a traditional dish.,,B1;production,,,,,,,,traditionele,traditioneler,traditioneelst,false
typisch,typical,B1,adjective,"Describing people, situations and ideas",Dit is een typisch Nederlands landschap.,This is a typical Dutch landscape.,,B1;production,,,,,,,,typische,typischer,meest typisch,false
uitstekend,excellent,B1,adjective,"Describing people, situations and ideas",Het restaurant heeft een uitstekende beoordeling.,The restaurant has an excellent rating.,,B1;production,,,,,,,,uitstekende,uitstekender,uitstekendst,false
uniek,unique,B1,adjective,"Describing people, situations and ideas",Elk ontwerp is uniek.,Every design is unique.,,B1;production,,,,,,,,unieke,unieker,uniekst,false
vals,false; fake,B1,adjective,"Describing people, situations and ideas",Het bleek een vals alarm.,It turned out to be a false alarm.,,B1;production,,,,,,,,valse,valser,meest vals,false
vanzelfsprekend,obvious; self-evident,B1,adjective,"Describing people, situations and ideas",Voor mij is dat niet vanzelfsprekend.,"To me, that is not self-evident.",,B1;production,,,,,,,,vanzelfsprekende,vanzelfsprekender,vanzelfsprekendst,false
verantwoordelijk,responsible,B1,adjective,"Describing people, situations and ideas",Wie is verantwoordelijk voor de planning?,Who is responsible for the planning?,,B1;production,,,,,,,,verantwoordelijke,verantwoordelijker,verantwoordelijkst,false
verdacht,suspicious,B1,adjective,"Describing people, situations and ideas",De politie onderzoekt een verdacht pakket.,The police are investigating a suspicious package.,,B1;production,,,,,,,,verdachte,verdachter,verdachtst,false
vergelijkbaar,comparable,B1,adjective,"Describing people, situations and ideas",Deze twee woningen zijn goed vergelijkbaar.,These two homes are readily comparable.,,B1;production,,,,,,,,vergelijkbare,vergelijkbaarder,vergelijkbaarst,false
verkrijgbaar,available for purchase,B1,adjective,"Describing people, situations and ideas",De kaartjes zijn vanaf maandag verkrijgbaar.,Tickets are available from Monday.,,B1;production,,,,,,,,verkrijgbare,,,false
vermoeiend,tiring,B1,adjective,"Describing people, situations and ideas",Het was een vermoeiende reis.,It was a tiring journey.,,B1;production,,,,,,,,vermoeiende,vermoeiender,vermoeiendst,false
verplicht,compulsory,B1,adjective,"Describing people, situations and ideas",Deelname aan deze training is verplicht.,Participation in this training is compulsory.,,B1;production,,,,,,,,verplichte,,,false
verrassend,surprising,B1,adjective,"Describing people, situations and ideas",Het verhaal heeft een verrassend einde.,The story has a surprising ending.,,B1;production,,,,,,,,verrassende,verrassender,verrassendst,false
verstandig,sensible; wise,B1,adjective,"Describing people, situations and ideas",Het lijkt me verstandig om eerder te vertrekken.,It seems sensible to me to leave earlier.,,B1;production,,,,,,,,verstandige,verstandiger,verstandigst,false
vervelend,annoying; unpleasant,B1,adjective,"Describing people, situations and ideas",Dat is een vervelende situatie.,That is an unpleasant situation.,,B1;production,,,,,,,,vervelende,vervelender,vervelendst,false
voldoende,sufficient,B1,adjective,"Describing people, situations and ideas",Er is voldoende eten voor iedereen.,There is enough food for everyone.,,B1;production,,,,,,,,voldoende,,,false
volledig,complete; full,B1,adjective,"Describing people, situations and ideas",De volledige lijst staat online.,The complete list is online.,,B1;production,,,,,,,,volledige,vollediger,volledigst,false
volwassen,adult; mature,B1,adjective,"Describing people, situations and ideas",Volwassen deelnemers betalen het normale tarief.,Adult participants pay the normal rate.,,B1;production,,,,,,,,volwassen,,,false
voorlopig,provisional,B1,adjective,"Describing people, situations and ideas",Dit is nog een voorlopig schema.,This is still a provisional schedule.,,B1;production,,,,,,,,voorlopige,voorlopiger,voorlopigst,false
voormalig,former,B1,adjective,"Describing people, situations and ideas",Mijn voormalige collega werkt nu in Utrecht.,My former colleague now works in Utrecht.,,B1;production,,,,,,,,voormalige,,,false
vrijwillig,voluntary,B1,adjective,"Describing people, situations and ideas",Deelname aan het onderzoek is vrijwillig.,Participation in the study is voluntary.,,B1;production,,,,,,,,vrijwillige,,,false
waardevol,valuable,B1,adjective,"Describing people, situations and ideas",Dat is waardevolle informatie.,That is valuable information.,,B1;production,,,,,,,,waardevolle,waardevoller,waardevolst,false
