dutch,english,cefr_level,word_type,topic,example_dutch,example_english,notes,tags,article,plural,diminutive,regularity,separable,auxiliary,past_participle,inflected,comparative,superlative,is_sample
bijl,axe,B2,noun,"People, objects and abstract concepts",Tot nu toe heb ik nog nooit een bijl gebruikt.,Until now I've never used an axe.,"Definition adapted from Wiktionary contributors, CC BY-SA 4.0: https://en.wiktionary.org/wiki/bijl#Dutch. Example: Citrine (Dutch, https://tatoeba.org/en/sentences/show/1479017) and mattpbooth (English, https://tatoeba.org/en/sentences/show/1435603); CC BY 2.0 FR.",B2;production,de,bijlen,bijltje,,,,,,,,false
bijnaam,nickname,B2,noun,"People, objects and abstract concepts",Tom zei dat ik een bijnaam moet hebben.,Tom said that I needed a nickname.,"Definition adapted from Wiktionary contributors, CC BY-SA 4.0: https://en.wiktionary.org/wiki/bijnaam#Dutch. Example: Raizin (Dutch, https://tatoeba.org/en/sentences/show/9825086) and CK (English, https://tatoeba.org/en/sentences/show/7179864); CC BY 2.0 FR.",B2;production,de,bijnamen,bijnaampje,,,,,,,,false
bikini,bikini,B2,noun,"People, objects and abstract concepts",Dat mooie meisje in de bikini is Toms zus.,That pretty girl in a bikini is Tom's sister.,"Definition adapted from Wiktionary contributors, CC BY-SA 4.0: https://en.wiktionary.org/wiki/bikini#Dutch. Example: rose_d (Dutch, https://tatoeba.org/en/sentences/show/10633155) and CK (English, https://tatoeba.org/en/sentences/show/7963217); CC BY 2.0 FR.",B2;production,de,bikini's,bikinietje,,,,,,,,false
binnenkant,"interior, inside",B2,noun,"People, objects and abstract concepts",Nu zien wij de binnenkant van het kasteel.,Now we see the interior of the castle.,"Definition adapted from Wiktionary contributors, CC BY-SA 4.0: https://en.wiktionary.org/wiki/binnenkant#Dutch. Example: fekundulo (Dutch, https://tatoeba.org/en/sentences/show/2709541) and fekundulo (English, https://tatoeba.org/en/sentences/show/2709539); CC BY 2.0 FR.",B2;production,de,binnenkanten,binnenkantje,,,,,,,,false
binnenplaats,courtyard,B2,noun,"People, objects and abstract concepts",Er is een groot raam dat op de binnenplaats uitkijkt.,There's a large window that looks out onto the courtyard.,"Definition adapted from Wiktionary contributors, CC BY-SA 4.0: https://en.wiktionary.org/wiki/binnenplaats#Dutch. Example: megamanenm (Dutch, https://tatoeba.org/en/sentences/show/10792118) and megamanenm (English, https://tatoeba.org/en/sentences/show/10792117); CC BY 2.0 FR.",B2;production,de,binnenplaatsen,binnenplaatsje,,,,,,,,false
binnenstad,inner city,B2,noun,"People, objects and abstract concepts",'s Avonds hebben we wat door de binnenstad geslenterd.,"In the evenings, we would wander around the city centre.","Definition adapted from Wiktionary contributors, CC BY-SA 4.0: https://en.wiktionary.org/wiki/binnenstad#Dutch. Example: PaulP (Dutch, https://tatoeba.org/en/sentences/show/8314354) and sundown (English, https://tatoeba.org/en/sentences/show/11053822); CC BY 2.0 FR.",B2;production,de,binnensteden,binnenstadje,,,,,,,,false
biologie,biology,B2,noun,"People, objects and abstract concepts",Ik denk niet dat dit een goede benadering is van de biologie.,I don't think this is a good approach to biology.,"No usual plural in this sense. Definition adapted from Wiktionary contributors, CC BY-SA 4.0: https://en.wiktionary.org/wiki/biologie#Dutch. Example: lonepawn (Dutch, https://tatoeba.org/en/sentences/show/3959046) and CM (English, https://tatoeba.org/en/sentences/show/55550); CC BY 2.0 FR.",B2;production,de,,,,,,,,,,false
bisschop,bishop,B2,noun,"People, objects and abstract concepts",De paus is de bisschop van Rome.,The Pope is the bishop of Rome.,"Definition adapted from Wiktionary contributors, CC BY-SA 4.0: https://en.wiktionary.org/wiki/bisschop#Dutch. Example: MarijnKp (Dutch, https://tatoeba.org/en/sentences/show/8470604) and Rawrren (English, https://tatoeba.org/en/sentences/show/10242515); CC BY 2.0 FR.",B2;production,de,bisschoppen,bisschopje,,,,,,,,false
blessure,"injury, sports injury",B2,noun,"People, objects and abstract concepts",Wat is de ergste blessure die je ooit hebt gehad?,What's the worst injury you've ever had?,"Definition adapted from Wiktionary contributors, CC BY-SA 4.0: https://en.wiktionary.org/wiki/blessure#Dutch. Example: rose_d (Dutch, https://tatoeba.org/en/sentences/show/10634240) and CK (English, https://tatoeba.org/en/sentences/show/5592443); CC BY 2.0 FR.",B2;production,de,blessures / blessuren,blessuretje,,,,,,,,false
blik,"can, a tin",B2,noun,"People, objects and abstract concepts",Tom warmde voor het avondeten een blik ravioli op.,Tom heated up a tin of ravioli for dinner.,"Definition adapted from Wiktionary contributors, CC BY-SA 4.0: https://en.wiktionary.org/wiki/blik#Dutch. Example: Elsofie (Dutch, https://tatoeba.org/en/sentences/show/8582919) and sundown (English, https://tatoeba.org/en/sentences/show/10127241); CC BY 2.0 FR.",B2;production,het,blikken,blikje,,,,,,,,false
bliksem,lightning,B2,noun,"People, objects and abstract concepts",Ik zag hoe het huis door de bliksem werd getroffen.,I saw the house struck by lightning.,"Definition adapted from Wiktionary contributors, CC BY-SA 4.0: https://en.wiktionary.org/wiki/bliksem#Dutch. Example: PaulP (Dutch, https://tatoeba.org/en/sentences/show/12175437) and Dejo (English, https://tatoeba.org/en/sentences/show/254247); CC BY 2.0 FR.",B2;production,de,bliksems,bliksempje,,,,,,,,false
blog,blog,B2,noun,"People, objects and abstract concepts",Ik heb een kleine blog over de Nederlandse taal.,I have a small blog about Dutch.,"Definition adapted from Wiktionary contributors, CC BY-SA 4.0: https://en.wiktionary.org/wiki/blog#Dutch. Example: dipdowel (Dutch, https://tatoeba.org/en/sentences/show/2580259) and dipdowel (English, https://tatoeba.org/en/sentences/show/2580265); CC BY 2.0 FR.",B2;production,de,blogs,blogje,,,,,,,,false
blok,block,B2,noun,"People, objects and abstract concepts",Het hele blok wordt gerenoveerd.,The whole block is being renovated.,,B2;production,het,blokken,blokje,,,,,,,,false
blootstelling,exposure,B2,noun,"People, objects and abstract concepts",De voortdurende blootstelling van mensen aan onzichtbare schadelijke straling kan ervoor zorgen dat ze niet 60 jaar oud worden.,People's constant exposure to invisible harmful radiation may prevent them from living to the age of 60.,"Definition adapted from Wiktionary contributors, CC BY-SA 4.0: https://en.wiktionary.org/wiki/blootstelling#Dutch. Example: kiryopi (Dutch, https://tatoeba.org/en/sentences/show/13521632) and kiryopi (English, https://tatoeba.org/en/sentences/show/13521628); CC BY 2.0 FR.",B2;production,de,blootstellingen,blootstellinkje,,,,,,,,false
bocht,"bend, curve, inflection, something not straight",B2,noun,"People, objects and abstract concepts",Is deze lijn recht of zit er een bocht in?,Is this line straight or is there a curve in it?,"Definition adapted from Wiktionary contributors, CC BY-SA 4.0: https://en.wiktionary.org/wiki/bocht#Dutch. Example: Nylez (Dutch, https://tatoeba.org/en/sentences/show/9259913) and tatoebashrek (English, https://tatoeba.org/en/sentences/show/12494340); CC BY 2.0 FR.",B2;production,de,bochten,bochtje,,,,,,,,false
boekhandel,"bookshop, bookstore",B2,noun,"People, objects and abstract concepts",Ik heb in de boekhandel een paar boeken gekocht.,I bought a few books from the bookstore.,"Definition adapted from Wiktionary contributors, CC BY-SA 4.0: https://en.wiktionary.org/wiki/boekhandel#Dutch. Example: PaulP (Dutch, https://tatoeba.org/en/sentences/show/4429873) and HedefTuran (English, https://tatoeba.org/en/sentences/show/4404333); CC BY 2.0 FR.",B2;production,de,boekhandels,boekhandeltje,,,,,,,,false
boekhouder,"bookkeeper, accountant",B2,noun,"People, objects and abstract concepts",Tom is geen boekhouder.,Tom isn't a bookkeeper.,"Definition adapted from Wiktionary contributors, CC BY-SA 4.0: https://en.wiktionary.org/wiki/boekhouder#Dutch. Example: SunnyMoon (Dutch, https://tatoeba.org/en/sentences/show/11149000) and CK (English, https://tatoeba.org/en/sentences/show/6356410); CC BY 2.0 FR.",B2;production,de,boekhouders,boekhoudertje,,,,,,,,false
boer,"farmer, peasant",B2,noun,"People, objects and abstract concepts",Ik weet dat de boer probeert voor iedereen melk te karnen.,I know the farmer is trying to churn milk for everyone.,"Definition adapted from Wiktionary contributors, CC BY-SA 4.0: https://en.wiktionary.org/wiki/boer#Dutch. Example: Tom9358 (Dutch, https://tatoeba.org/en/sentences/show/12523475) and Tom9358 (English, https://tatoeba.org/en/sentences/show/12523472); CC BY 2.0 FR.",B2;production,de,boeren,boertje,,,,,,,,false
bom,bomb,B2,noun,"People, objects and abstract concepts","Toen de bom ontplofte, was ik daar bij toeval.","When the bomb exploded, I happened to be there.","Definition adapted from Wiktionary contributors, CC BY-SA 4.0: https://en.wiktionary.org/wiki/bom#Dutch. Example: PaulP (Dutch, https://tatoeba.org/en/sentences/show/664755) and CM (English, https://tatoeba.org/en/sentences/show/282614); CC BY 2.0 FR.",B2;production,de,bommen,bommetje,,,,,,,,false
bondgenoot,ally,B2,noun,"People, objects and abstract concepts",In moeilijke tijden kunnen we altijd rekenen op onze bondgenoten voor steun.,"In difficult times, we can always rely on our allies for support.","Definition adapted from Wiktionary contributors, CC BY-SA 4.0: https://en.wiktionary.org/wiki/bondgenoot#Dutch. Example from the same Wiktionary entry (CC BY-SA 4.0).",B2;production,de,bondgenoten,bondgenootje,,,,,,,,false
boodschappen,"shopping, groceries",B2,noun,"People, objects and abstract concepts",Wanneer was het de laatste keer dat je boodschappen hebt gedaan?,When was the last time you did shopping?,"Plural-only noun. Definition adapted from Wiktionary contributors, CC BY-SA 4.0: https://en.wiktionary.org/wiki/boodschappen#Dutch. Example: Mandalay (Dutch, https://tatoeba.org/en/sentences/show/6066268) and Amastan (English, https://tatoeba.org/en/sentences/show/1747669); CC BY 2.0 FR.",B2;production,de,,boodschapjes,,,,,,,,false
boog,arch,B2,noun,"People, objects and abstract concepts",Een regenboog is een zevenkleurige boog in de lucht.,A rainbow is a seven-colour arch in the sky.,"Definition adapted from Wiktionary contributors, CC BY-SA 4.0: https://en.wiktionary.org/wiki/boog#Dutch. Example: MarijnKp (Dutch, https://tatoeba.org/en/sentences/show/7488102) and sixtynine (English, https://tatoeba.org/en/sentences/show/1964661); CC BY 2.0 FR.",B2;production,de,bogen,boogje,,,,,,,,false
borrel,shot of an alcoholic drink such as rum or gin; a tot,B2,noun,"People, objects and abstract concepts",Heb je tijd voor een borrel?,Do you have time for a drink?,"Definition adapted from Wiktionary contributors, CC BY-SA 4.0: https://en.wiktionary.org/wiki/borrel#Dutch. Example: megamanenm (Dutch, https://tatoeba.org/en/sentences/show/10740512) and sundown (English, https://tatoeba.org/en/sentences/show/10268732); CC BY 2.0 FR.",B2;production,de,borrels,borreltje,,,,,,,,false
borst,breast,B2,noun,"People, objects and abstract concepts",Vertel haar dat ik mijn baby de borst geef.,Tell her that I am breast-feeding my baby.,"Definition adapted from Wiktionary contributors, CC BY-SA 4.0: https://en.wiktionary.org/wiki/borst#Dutch. Example: simonbr (Dutch, https://tatoeba.org/en/sentences/show/8538030) and Amastan (English, https://tatoeba.org/en/sentences/show/1741578); CC BY 2.0 FR.",B2;production,de,borsten,borstje,,,,,,,,false
botsing,collision,B2,noun,"People, objects and abstract concepts",De auto ontplofte enkele momenten na de botsing.,The car exploded a few moments after the collision.,"Definition adapted from Wiktionary contributors, CC BY-SA 4.0: https://en.wiktionary.org/wiki/botsing#Dutch. Example: lonepawn (Dutch, https://tatoeba.org/en/sentences/show/4573821) and CK (English, https://tatoeba.org/en/sentences/show/1199191); CC BY 2.0 FR.",B2;production,de,botsingen,botsinkje,,,,,,,,false
bovenkant,top,B2,noun,"People, objects and abstract concepts",Het uitzicht vanaf de bovenkant van dat gebouw was geweldig.,The view from the top of that building was magnificent.,"Definition adapted from Wiktionary contributors, CC BY-SA 4.0: https://en.wiktionary.org/wiki/bovenkant#Dutch. Example: doemaar14 (Dutch, https://tatoeba.org/en/sentences/show/12300866) and CM (English, https://tatoeba.org/en/sentences/show/68634); CC BY 2.0 FR.",B2;production,de,bovenkanten,bovenkantje,,,,,,,,false
brand,"destructive, catastrophic fire",B2,noun,"People, objects and abstract concepts",Het is nog niet duidelijk waardoor de brand is ontstaan.,It is not yet clear what caused the fire.,"Definition adapted from Wiktionary contributors, CC BY-SA 4.0: https://en.wiktionary.org/wiki/brand#Dutch. Example: Tom9358 (Dutch, https://tatoeba.org/en/sentences/show/13608527) and Tom9358 (English, https://tatoeba.org/en/sentences/show/13608530); CC BY 2.0 FR.",B2;production,de,branden,brandje,,,,,,,,false
breedte,width,B2,noun,"People, objects and abstract concepts",Wat is de breedte van deze straat?,What is the width of this street?,"Definition adapted from Wiktionary contributors, CC BY-SA 4.0: https://en.wiktionary.org/wiki/breedte#Dutch. Example: megamanenm (Dutch, https://tatoeba.org/en/sentences/show/12343659) and carlosalberto (English, https://tatoeba.org/en/sentences/show/10836271); CC BY 2.0 FR.",B2;production,de,breedtes / breedten,breedtetje,,,,,,,,false
brein,brain,B2,noun,"People, objects and abstract concepts",Dit medicijn beïnvloedt de hoeveelheid serotonine in het brein.,This medication influences the amount of serotonin in the brain.,"Definition adapted from Wiktionary contributors, CC BY-SA 4.0: https://en.wiktionary.org/wiki/brein#Dutch. Example: Nylez (Dutch, https://tatoeba.org/en/sentences/show/8974697) and Nylez (English, https://tatoeba.org/en/sentences/show/8953409); CC BY 2.0 FR.",B2;production,het,breinen,breintje,,,,,,,,false
breuk,"fracture, break",B2,noun,"People, objects and abstract concepts","Meneer, we moeten uw breuk stabiliseren voor we u op de brancard leggen.","Sir, we need to stabilize your fracture before transferring you to the stretcher.","Definition adapted from Wiktionary contributors, CC BY-SA 4.0: https://en.wiktionary.org/wiki/breuk#Dutch. Example: Micsmithel (Dutch, https://tatoeba.org/en/sentences/show/9969104) and NurseMeeks (English, https://tatoeba.org/en/sentences/show/9850801); CC BY 2.0 FR.",B2;production,de,breuken,breukje,,,,,,,,false
brievenbus,"letterbox, mailbox, post box",B2,noun,"People, objects and abstract concepts","Ik loop even naar de brievenbus om een brief te posten, hoor. Tot zo.","I'm just popping out to post a letter in the letter box, all right? Back in a minute.","Definition adapted from Wiktionary contributors, CC BY-SA 4.0: https://en.wiktionary.org/wiki/brievenbus#Dutch. Example: Dorenda (Dutch, https://tatoeba.org/en/sentences/show/643375) and sundown (English, https://tatoeba.org/en/sentences/show/9953280); CC BY 2.0 FR.",B2;production,de,brievenbussen,brievenbusje,,,,,,,,false
brons,bronze,B2,noun,"People, objects and abstract concepts",Wij wonnen de bronzen medaille.,We won the bronze medal.,"Definition adapted from Wiktionary contributors, CC BY-SA 4.0: https://en.wiktionary.org/wiki/brons#Dutch. Example: marcelostockle (Dutch, https://tatoeba.org/en/sentences/show/1926154) and CK (English, https://tatoeba.org/en/sentences/show/1182395); CC BY 2.0 FR.",B2;production,het,bronzen,bronsje,,,,,,,,false
browser,web browser,B2,noun,"People, objects and abstract concepts",Wat is jouw favoriete browser?,Which is your favorite browser?,"Definition adapted from Wiktionary contributors, CC BY-SA 4.0: https://en.wiktionary.org/wiki/browser#Dutch. Example: PaulP (Dutch, https://tatoeba.org/en/sentences/show/11562094) and carlosalberto (English, https://tatoeba.org/en/sentences/show/11558963); CC BY 2.0 FR.",B2;production,de,browsers,,,,,,,,,false
bruid,bride,B2,noun,"People, objects and abstract concepts",Lang leve de bruid en bruidegom!,Long live the bride and groom!,"Definition adapted from Wiktionary contributors, CC BY-SA 4.0: https://en.wiktionary.org/wiki/bruid#Dutch. Example: Micsmithel (Dutch, https://tatoeba.org/en/sentences/show/9728697) and Miktsoanit (English, https://tatoeba.org/en/sentences/show/12233466); CC BY 2.0 FR.",B2;production,de,bruiden,bruidje,,,,,,,,false
